,"France","Germany","Italy","United Kingdom","Zimbabwe","Zambia","Yugoslavia","Yemen","Western Sahara","Wake Island","Viet Nam","Venezuela","Uzbekistan","U.S. Territories","U.S. Pacific Islands","United States Virgin Islands","United Arab Emirates","United States of America","Ukraine","Uruguay","Uganda","Turks and Caicos Islands","Turkmenistan","Tunisia","Trinidad and Tobago","Tonga","Togo","Timor-Leste","Thailand","Tanzania","Taiwan","Turkey","Tajikistan","Vanuatu","Switzerland","Sweden","Swaziland","Suriname","Sri Lanka","Spain","Sudan","South Sudan","South Korea","South Africa","Somalia","Slovenia","Slovakia","Singapore","Sierra Leone","Seychelles","Serbia","Senegal","Sao Tome and Principe","Samoa","Saint Vincent and the Grenadines","Saudi Arabia","Saint Pierre and Miquelon","Solomon Islands","Saint Lucia","Saint Kitts and Nevis","Rwanda","Russian Federation & USSR","Reunion","Romania","Puerto Rico","Portugal","Qatar","Poland","Peru","Paraguay","Syria","Saint Helena","Panama","Palestinian Territories","Pakistan","Oman","Norway","Northern Mariana Islands","North Korea","Niue","Papua New Guinea","Nigeria","Nicaragua","New Zealand","New Caledonia","Netherlands","Nepal","Nauru","Namibia","Mozambique","Morocco","Montserrat","Montenegro","Philippines","Niger","Netherlands Antilles","Moldova","Mexico","Mauritius","Martinique","Malta","Mali","Maldives","Malawi","Madagascar","Malaysia","Macedonia","Macao Special Administrative Region (China)","Lithuania","Luxembourg","Libya","Liberia","Lesotho","Lebanon","Latvia","Laos","Kyrgyzstan","Kosovo","Kiribati","Kenya","Kazakhstan","Mongolia","Mauritania","Kuwait","Jordan","Jamaica","Ivory Coast","Israel","Ireland","Iraq","Iran","Indonesia","India","Inde","Hungary","Iceland","Hong Kong Special Administrative Region (China)","Guinea-Bissau","Guatemala","Haiti","Guinea","Guadeloupe","Grenada","Guyana","Guam","Greenland","Gibraltar","Greece","Ghana","Georgia","Gabon","Gambia","French Polynesia","French Guiana","Fiji","Finland","Falkland Islands (Malvinas)","Faeroe Islands","Ethiopia","Estonia","Equatorial Guinea","El Salvador","Egypt","Ecuador","Dominican Republic","Japan","Eritrea","Honduras","Djibouti","Denmark","Democratic Republic of the Congo","Czechoslovakia","Czechia","Cyprus","Cuba","Croatia","Costa Rica","Cook Islands","Congo","Comoros","Dominica","Czech republic","Colombia","Chile","Chad","Central African Republic","Cape Verde","Canada","Cameroon","Cayman Islands","Cambodia","Burma","Burkina Faso","Bulgaria","Brunei Darussalam","British Virgin Islands","Brazil","Burundi","Botswana","Bosnia and Herzegovina","China","Bhutan","Bermuda","Belize","Belgium","Belarus","Barbados","Bangladesh","Benin","Azerbaijan","Austria","Bahamas","Australia","Bahrain","Bolivia","Aruba","Armenia","Argentina","Antigua and Barbuda","American Samoa","Algeria","Afghanistan","Albania","Angola","Persian Gulf","EU28","OECD","OPEC","World","North America","Eurasia","Africa","Asia and Oceania","Central and South America","Europe","Middle East"
"2007-01-01 00:00:00",14.356855,86.322746,17.091301,40.862473,2.0995128,0.049088676,,0.0000013317176,0,0,11.270604,0.13913548,1.3753806,0,0,0,0.1310111,573.78534,44.756439,0.0011778638,0,0,0,0.00034301815,0.0040250407,0,0.055113509,0,13.592942,0.04133359,37.570351,36.23288,0.10556432,0,0.13453467,2.4577672,0.088831663,0,0.043414272,24.182394,0,,63.575092,110.20288,0,1.6104951,4.3389258,0.00026735238,0,0,7.6852121,0.12766561,0,0,0,0.0151639,0,0,0,0,0,118.86952,0,8.2815762,0.62562656,2.9416718,0,59.088448,0.5183543,0,0.00038841763,0,0.0015612371,0,5.5283618,0.00066838099,0.45839763,0,15.027673,0,0,0.016110227,0,1.6211237,0.15799668,8.7882833,0.080327667,0,0.010688749,0,2.5763273,0,0.26133814,5.7217655,0.074609652,0,0.078025386,12.110113,0.37200859,0,0,0,0,0.035397481,0.0054975473,7.7025399,1.1616836,0.00091051147,0.24820776,0.075414509,0,0,0,0.050151981,0.099280104,0.081614845,0.60543162,,0,0.090881072,49.160988,2.7588995,0,0.00049182749,0.00079196843,0.024580127,0,8.3834629,1.4762701,0,1.4434038,26.94787,241.80037,,2.7390623,0.085407667,7.960218,0,0.28609934,0,0,0,0,0,0,0,0,7.9740696,0,0.036204357,0,0,0,0,0,4.4022222,0,0,0.00039850641,0.047167849,0,0,0.78465015,0.0017176131,0.4286696,118.12697,0,0.0415507,0,4.6522121,0.016510196,,21.204468,0.0065162103,0.011673917,0.70625353,0.000001152642,0,0,0,0,,2.6624377,2.9826643,0,0,0,28.934149,0,0,0.012598906,0.34498149,0,6.7765856,0,0,12.76635,0,0.51890039,2.286124,1639.3911,0.011676187,0,0,4.5731153,0.053414587,0,0.64621514,0,0.0086625703,3.0870357,0,54.030727,0,0,0,0.0015284485,0.982283,0,0,0.38774914,0.1276902,0.036474485,0,1.59007062749,328.3908172623,1202.692133876,2.13478308759,3609.80587249941,614.829602,215.4458146018,117.55449786686,2254.13430065085,21.477907931342,376.3382138413,10.0255356072576
"2008-01-01 00:00:00",13.413426,82.022232,16.949791,37.851063,1.5397673,0.072021529,,0.031163024,0,0,13.851318,0.14133236,1.3411307,0,0,0,0.33169627,564.65448,44.470131,0.0011778638,0,0,0,0.00074909115,0.0059230411,0,0.05033822,0,14.470841,0.054900765,36.100281,36.318996,0.1157256,0,0.11947481,2.3760824,0.091295972,0,0.058409132,15.0662,0,,70.390762,118.95698,0,1.5899968,4.3765559,0.00062550372,0,0,7.949717,0.12766561,0,0,0,0.018424287,0,0,0,0,0,128.59001,0,8.2979097,0.62562656,2.580272,0,58.164146,0.45827377,0,0,0,0.024257438,0,4.5879226,0.0021161195,0.47333801,0,16.280478,0,0,0.021364331,0,2.0430279,0.15736347,8.2824593,0.11755154,0,0.0081239315,0,2.290411,0,0.39351183,6.8532357,0.085418433,0,0.11883867,10.742052,0.42329773,0,0,0,0,0.035307139,0.0071296073,8.5231628,1.2880982,0,0.21218817,0.071674958,0,0,0,0.05205505,0.099280104,0.071536466,0.83881503,1.4686487,0,0.090370506,57.322388,2.7298584,0,0.00031022966,0.0029233219,0.032773521,0,7.9547167,1.3175336,0,1.004866,30.879902,250.06429,,2.6906457,0.076937489,7.3655229,0,0.28801519,0,0,0,0,0,0,0,0,7.7413249,0,0.056422379,0,0,0,0,0,3.2607634,0,0,0.0083040912,0.072436355,0,0,0.70495909,0.0030531392,0.46517718,112.56452,0,0.067519873,0,4.1095223,0.016942877,,20.075809,0.00534329,0.015565231,0.72843951,0.000001717613,0,0,0,0,,2.6003456,3.7724373,0,0,0,26.553787,0,0,0.0073015704,0.31305781,0,6.6783891,0,0,12.615445,0,0.46730351,2.5910025,1696.9418,0.02995888,0,0,4.0182681,0.048909724,0,0.67024577,0,0.008161108,2.9196153,0,53.679768,0,0,0,0.0010189657,1.0343843,0,0,0.39540511,0.1823395,0.04728175,0,1.35529678666,304.971367887,1168.676965367,1.91645172686,3675.02431152475,601.950319,233.2954558057,125.44805584315,2328.93507994212,22.151309084713,353.845820847,9.39827100206
"2009-01-01 00:00:00",10.818997,77.525131,13.571943,31.584599,1.6001625,0.098301314,,0.058430672,0,0,14.699961,0.23799491,1.4546555,0,0,0,0.53238147,496.64987,38.791992,0.0017680569,0,0,0,0.00062802591,0.0021438636,0,0.068351842,0,14.345479,0.057978291,34.796574,36.956047,0.1157256,0,0.11194488,1.7956158,0.084196486,0,0.059366658,10.774616,0,,73.32045,109.42955,0,1.5138165,4.1409583,0.00017024799,0,0,8.0203066,0.15082355,0,0,0,0.024945064,0,0,0,0,0,114.30311,0,7.1949425,0.62562656,2.9086475,0,54.457478,0.50045794,0,0.00071378046,0,0.031740177,0,4.4495902,0.0062061823,0.3558524,0,13.479774,0,0,0.0220738,0,1.5762907,0.16395943,7.7577076,0.11498524,0,0.0052329437,0,2.1040776,0,0.2164315,6.7568927,0.090575211,0,0.10743498,10.928921,0.37274936,0,0,0,0,0.034473501,0.0077896649,9.110342,1.2441858,0,0.15848622,0.064819083,0,0,0,0.074257553,0.079669222,0.076433353,0.73854977,1.6773264,0,0.07862743,51.481617,2.9027433,0,0.00059523742,0.00112742,0.034821868,0,7.7281027,1.0691845,0,1.0781884,32.509415,261.93564,,2.4267411,0.069173142,8.0056639,0,0.18775268,0,0,0,0,0,0,0,0,7.7918439,0,0.10626213,0,0,0,0,0,3.6090808,0,0,0.023251487,0.048852421,0,0,0.62526804,0.0047666663,0.45516703,105.78895,0,0.06687066,0,4.0014544,0.014321387,,18.724907,0.0028671275,0.014916674,0.52260298,0.0000015587149,0,0,0,0,,3.6126363,3.4501975,0,0,0,22.377602,0,0,0.008109807,0.36356929,0,6.0700922,0,0,10.63781,0,0.43681443,3.2131174,1834.6704,0.041049916,0,0,3.1205776,0.050840385,0,0.80920553,0,0.0046436084,2.3502445,0,55.176361,0,0,0,0,0.84751433,0,0,0.096392162,0.26273701,0.10874803,0,1.63611017142,274.0858752535,1065.256205705,1.99733770972,3682.53579354009,529.956393,207.4418388364,115.40163902551,2475.42411328199,20.7121867745149,324.0946741425,9.50494847918
"2010-01-01 00:00:00",11.417978,79.434128,14.812189,33.274082,1.9122876,0.079335235,,0.11036905,0,0,17.161222,0.19991572,1.4150181,0,0,0,0.57406682,525.4726,41.773899,0.0023582499,0,0,0,0.0013443285,0.0028561307,0,0.086365439,0,14.654133,0.060631435,36.641174,34.874493,0.11685464,0,0.11545885,2.2618687,0.08167351,0,0.060707178,8.5066967,0,,81.886635,110.28878,0,1.5043321,3.9342649,0.00028500773,0,0,7.7317929,0.17041874,0,0,0,0.028205425,0,0,0,0,0,119.58997,0,6.6598973,0.62562656,1.6730331,0,57.92783,0.51388019,0,0.0016974355,0,0.036086898,0,4.2194014,0.0070517473,0.46179318,0,12.538224,0,0,0.024670724,0,1.3515222,0.35851449,7.7616239,0.11315163,0,0.0016747358,0,2.1708086,0,0.44165918,7.4564996,0.11145755,0,0.11163635,13.37609,0.41748649,0,0,0,0,0.039613202,0.021430893,12.87565,1.1541985,0,0.19647054,0.063572563,0,0,0,0.11941849,0.10234431,0.078539029,0.72020334,1.75894,0,0.076424673,55.712002,3.1019468,0,0.00087772298,0.0086052408,0.031407952,0,7.7199421,1.1516544,0,0.91757751,38.039982,279.39105,,2.4978883,0.074819952,6.7026582,0,0.31355977,0,0,0,0,0,0,0,0,6.9321856,0,0.025390079,0,0,0,0,0,4.4507952,0,0,0.02768033,0.033691321,0,0,0.47201607,0.010337684,0.43985742,113.79633,0,0.069467582,0,3.9162922,0.014494888,,18.809156,0.0035187611,0.014916674,0.72166044,0.0000031527404,0,0,0,0,,3.747483,4.3769612,0,0,0,23.105751,0,0,0.0086166672,0.33149117,0,6.56007,0,0,13.26366,0,0.24684414,3.3451588,1970.1826,0.055274427,0,0,3.885329,0.050840385,0,0.8452515,0,0.0054373425,2.7126355,0,50.942356,0,0,0,0.00050948287,1.0448046,0,0,0.0020076651,0.38096869,0.1195553,0,1.52072747798,281.2051878351,1115.258013445,1.75765927108,3914.66294377872,561.954441,219.85426689037,116.3074462484,2653.17418398893,24.6931827833404,329.1916113261,9.48781154158
"2011-01-01 00:00:00",9.6473198,80.959259,16.630716,33.392796,1.9068707,0.044006281,,0.11296597,0,0,18.187731,0.20577407,1.4881357,0,0,0,0.90457207,495.80722,46.093182,0.0011778638,0,0,0,0.0030801517,0.0059061171,0,0.077586927,0,15.227515,0.065106943,38.681541,37.036278,0.12927397,0,0.10792892,2.1129568,0.082377605,0,0.32875082,14.262099,0,,88.506447,106.90125,0,1.5376801,3.9315381,0.0032627082,0,0,8.6751051,0.23870498,0,0,0,0.034726202,0,0,0,0,0,124.32053,0,8.067977,0.62562656,2.316699,0,59.100368,0.55095118,0,0.0025807072,0,0.14738345,0,4.1937032,0.006780107,0.48420373,0,8.5727053,0,0,0.02077535,0,1.4152157,0.36607802,7.6369624,0.12226996,0,0.0050649913,0,2.3155634,0,0.44652018,7.9729428,0.12560034,0,0.11883867,14.875074,0.40076751,0,0,0,0,0.037406005,0.082300976,12.870707,1.3348384,0,0.21808229,0.055470172,0,0,0,0.15928215,0.10540853,0.08276625,0.78036255,1.7006446,0,0.12577473,59.907246,3.134618,0,0.013403712,0.078751728,0.038304057,0,7.9195633,1.1701055,0,0.80933964,38.113888,295.73651,,2.639956,0.074114092,8.1342115,0,0.31419837,0,0,0,0,0,0,0,0,7.1746778,0,0.069117405,0,0,0,0,0,3.4301288,0,0,0.094113141,0.040991124,0,0,0.43523562,0.0094768861,0.46753249,110.42046,0,0.073362961,0,3.26436,0.009135507,,19.037575,0.0016949133,0.014916674,0.73768365,0.0000032031844,0,0,0,0,,4.1219177,4.9602103,0,0,0,21.763241,0,0,0.0096304119,0.37052041,0,8.0762854,0,0,13.973581,0,0.21225078,3.8870308,2195.72,0.044018563,0,0,3.6362424,0.057919424,0,0.76218909,0,0.0041202786,2.7740936,0,49.13945,0,0,0,0,1.2358426,0,0,0.0014250387,0.7777006,0.14657342,0,1.762041624,291.9591263793,1097.763166114,1.9994929688,4158.43334039709,532.445535,233.3332079416,113.1843969767,2898.8948323331,26.7461654821844,343.7872370773,10.0419655862
"2012-01-01 00:00:00",11.258204,84.865211,17.134161,41.519428,2.0783434,0.064088002,,0.11556287,0,0,18.622883,0.2116324,1.503144,0,0,0,1.2350773,438.31256,46.331455,0.0017680569,0,0,0,0.0018008454,0.0016369029,0,0.11379632,0,15.489157,0.069582447,38.347019,36.359478,0.24499954,0,0.095379055,1.8939265,0.085311264,0,0.46203855,16.207579,0,0,86.68232,111.45185,0,1.5147343,3.7592027,0.022240693,0,0,7.9568992,0.20723392,0,0,0,0.041309021,0,0,0,0,0,130.22195,0,7.3337817,0.62562579,3.0307758,0,58.159622,0.57012582,0,0.0037147102,0,0.13924815,0,3.7666783,0.003493312,0.50593513,0,8.905509,0,0,0.031163024,0,1.7290528,0.36071357,8.361433,0.1277553,0,0.0052329437,0,2.3520088,0,0.40091911,9.053441,0.13116555,0,0.1146373,13.226133,0.42145196,0,0,0,0,0.037714746,0.15620694,13.837987,1.272629,0,0.20498425,0.051107362,0,0,0,0.1486526,0.085184775,0.082096584,1.0960915,1.5951201,0,0.17512475,60.799274,3.447263,0,0.14233848,0.11759036,0.03639226,0,8.8975821,1.4242146,0,0.64593542,38.691372,349.52249,,2.5926759,0.074114092,8.0186491,0,0.31739146,0,0,0,0,0,0,0,0,7.4008846,0,0.12130813,0,0,0,0,0,2.9559057,0,0,0.1240079,0.035937406,0,0,0.3800649,0.012408304,0.51581675,115.88949,0,0.071415275,0,2.5589809,0.011772207,,18.191809,0.00013039734,0.014268143,0.64832348,0.0000022018739,0,0,0,0,,3.5931933,5.6949792,0,0,0,20.006876,0,0,0.010644131,0.33344778,0,7.0840545,0,0,14.43057,0,0.14892735,3.4978621,2324.2349,0.058416575,0,0,3.6425395,0.23039059,0,0.94294125,0,0.0042886352,2.5317931,0,48.755611,0,0,0,0.0010189657,1.1233039,0,0,0.0084480839,0.65158701,0.17088977,0,2.064660221,304.44658447034,1054.871381939,2.3283120329,4311.80684967111,471.545569,240.9946640919,118.055295353,3088.045703643,27.3597779136739,354.45458349634,11.3512561732
"2013-01-01 00:00:00",11.9803,85.155273,14.338677,39.03228,2.0502341,0.092351183,,0.12010748,0,0,20.205204,0.2109001,1.5489388,0,0,0,1.4095603,454.97827,45.077511,0.000071125825,0,0,0,0.00225484,0.00071882486,0,0.057786077,0,15.368336,0.072570793,38.771763,30.955755,0.29693493,0,0.098893017,1.9835627,0.061020434,0,0.48605523,12.048965,0,0,87.660904,110.20956,0,1.3617617,3.6250429,0.23718871,0,0,8.2948666,0.20782772,0,0,0,0.057993628,0,0,0,0,0,115.54625,0,5.5523229,0.52260607,2.7647104,0,58.993923,0.50684953,0,0.002531802,0,0.15243727,0,3.5397699,0.0050706659,0.52630836,0,5.9617472,0,0,0.028651727,0,1.505695,0.33548886,8.4815254,0.13466758,0,0.0023607721,0.010075629,2.3124835,0,0.38703045,10.615093,0.11666535,0,0.15004884,13.384164,0.44355822,0,0,0,0,0.051835619,0.2530196,13.12729,1.1593549,0,0.23386525,0.046744522,0,0,0,0.10712472,0.074153669,0.33905074,0.86270809,1.6514393,0,0.15234485,60.355965,3.5795946,0,0.15773019,0.10614389,0.061040662,0,7.3589921,1.2388035,0,0.59146738,41.619213,359.09821,,2.5572159,0.084701829,8.4218216,0,0.36528754,0,0,0,0,0,0,0,0,6.5005732,0.017832203,0.2251253,0,0,0,0,0,3.720926,0,0,0.16109954,0.035375893,0,0,0.20229262,0.014826582,0.50757307,124.38263,0,0.049316127,0,3.2379303,0.0086752065,,16.526783,0.00013039734,0.0019118219,0.68653268,0.000058514863,0,0,0,0,,4.417326,6.4982705,0,0,0,19.32415,0,0,0.05526242,0.23391804,0,6.1330748,0,0,15.928,0,0.36293709,3.4235992,2395.9221,0.030703204,0,0,3.5424852,0.38041514,0,1.0228692,0,0.0039621121,2.5190778,0,44.656654,0,0,0,0.0006910807,1.2191702,0,0,0.027987104,0.70781267,0.070941001,0,2.216751498,292.37201611134,1062.351194528,2.499117011,4384.80615298709,487.686584,224.7919451048,116.9054241776,3178.019041954,30.456363938448,337.03007165634,9.9167221559
"2014-01-01 00:00:00",9.0134668,82.830887,13.619449,31.659203,2.0671985,0.098250113,,0.10322751,0,0,23.444834,0.19951306,1.7579857,0,0,0,1.4624788,453.94418,37.907917,0.000066585882,0,0,0,0.0019900098,0.0024364379,0,0.083996244,0,17.171511,0.1246104,38.982609,34.973766,0.50218701,0,0.090897821,1.8790418,0.071236931,0,0.99102962,13.126421,0,0,90.428719,110.79948,0,1.0767329,3.5207448,0.3561092,0,0,6.3683724,0.21673462,0,0,0,0.065033391,0,0,0,0,0,111.96734,0,5.5937328,0.74868262,2.8175287,0,57.697186,0.55694884,0,0.0015032267,0,0.1514152,0,4.7858944,0.0037103973,0.55630994,0,6.9525003,0,0,0.02984195,0,1.447785,0.39461535,9.5233173,0.11748117,0,0.001755446,0.011964827,3.4076762,0,0.3773084,11.04809,0.14262138,0,0.093120098,12.796029,0.46175548,0,0,0,0,0.047322709,0.22975539,13.266154,1.1404202,0,0.20352387,0.052826665,0,0,0,0.12746121,0.061396722,0.35856673,1.0788231,1.4407629,0,0.2476092,56.318024,3.5169408,0,0.21802017,0.17160068,0.064800598,0,6.9017625,1.3007452,0,0.70672357,43.700695,392.59286,,2.6905682,0.070584841,8.9510326,0,0.44910008,0,0,0,0,0,0,0,0,7.0574431,0.024939338,0.20841655,0,0,0,0,0,3.1118031,0,0,0.22421069,0.041018113,0,0,0.26604858,0.017227381,0.60486001,120.68509,0,0.059079912,0,2.5848496,0.0072613163,,16.344971,0.0018588558,0.0011778638,0.65993166,0.000060280399,0,0,0,0,,5.547246,5.9169049,0,0,0,18.791653,0,0,0.25307989,0.30450857,0,6.689013,0,0,17.341795,0,0.43445095,3.6802409,2357.0952,0.040517859,0,0,3.1708782,0.49409738,0,0.97128725,0.024238294,0.0014729603,2.279063,0,44.345375,0,0,0,0.00059271522,1.1705891,0,0,0.027219802,0.79735333,0.089744575,0,2.452255931,278.6076013858,1048.327687967,2.726058124,4366.4625177394,485.531862,210.63591521852,119.0521683701,3182.999839069,32.831903868981,325.6493077578,9.761521455
"2015-01-01 00:00:00",8.7076321,82.849037,13.173881,24.658314,2.1584601,0.10510939,,0.086347535,0,0,28.731333,0.14088094,1.5547264,0,0,0,1.1413935,392.17569,30.980587,0.00016570804,0,0,0,0.00045651683,0.0036122336,0,0.081693634,0,16.82428,0.15454055,37.979549,36.000465,0.59800249,0,0.081020087,1.931282,0.079339549,0,1.3470739,14.960511,0,0,91.56131,108.10912,0,1.1031146,3.5022748,0.36546025,0,0,7.8434968,0.23098566,0,0,0,0.064102404,0,0,0,0,0,126.08215,0,5.7174292,0.7679739,3.4274848,0,57.301205,0.63112736,0,0.001979921,0,0.153937,0,4.8969336,0.052166656,0.50644475,0,5.0524225,0,0,0.030464377,0,1.4138755,0.53481102,11.629979,0.1155543,0,0.0026432071,0.0088161724,3.5937998,0,0.39814138,11.91549,0.12429617,0,0.11006106,13.883446,0.44429901,0,0,0,0,0.054179188,0.23511255,15.001541,1.0077621,0,0.16503321,0.04545866,0,0,0,0.09843865,0.048611652,1.7386062,1.0765352,1.6520581,0,0.27311933,53.185188,3.5548196,0,0.22776875,0.083349988,0.068462417,0,6.7560277,1.4939846,0,0.81680852,49.273518,399.03946,,2.7075124,0.081878439,7.2612991,0,0.98348469,0,0,0,0,0,0,0,0,5.9066725,0.0000092060027,0.20695655,0,0,0,0,0,2.5119882,0,0,0.22753234,0.027368031,0,0,0.34286526,0.016026994,0.68904102,119.14417,0,0.073503822,0,1.8356543,0.0081677921,,16.600842,0.0027898727,0.0018689446,0.61984503,0.0000061037058,0,0,0,0,,6.62887,6.6480346,0,0,0,18.974907,0,0,0.61947387,0.21231273,0,6.8830557,0,0,17.106064,0,0.74548852,3.5927429,2290.7886,0.033811729,0,0,2.8840585,0.40153429,0,0.98974127,0.026178112,0.00010113991,2.6519001,0,45.67667,0,0,0,0.00065829221,1.1046783,0,0,0.017611107,0.71727121,0.076257356,0,2.250073174,273.3469192557,984.927583336,2.455056592,4258.3554684672,425.034043,214.43751331512,117.054287541433,3134.789387779,35.0177380329458,322.6941151747,9.328383624
"2016-01-01 00:00:00",8.1070147,81.25325,11.641328,11.898018,1.9133761,0.10317913,,0.078556783,0,0,33.240475,0.12431869,1.7261976,0,0,0,1.3598548,358.8064,33.550251,0.00026987458,0,0,0,0.0012232633,0.00014149499,0,0.086753353,0,17.174343,0.18734109,38.557095,38.103691,0.78224176,0,0.065675117,1.8873308,0.085625075,0,1.4362183,11.570989,0,0,87.492126,109.60519,0,1.1885704,3.3573933,0.37797794,0,0,7.815845,0.24167395,0,0,0,0.067755572,0,0,0,0,0,119.83708,0,5.0818343,0.59969765,2.9886026,0,57.773155,0.71460521,0,0.0023229392,0,0.19477247,0,5.2962775,0.059822392,0.50593549,0,5.7448978,0,0,0.10402301,0,1.2615532,0.67965585,10.773973,0.10276216,0,0.0029755312,0.0069269994,3.4727683,0,0.31504095,11.228452,0.1357981,0,0.08198195,11.698156,0.45525604,0,0,0,0,0.04885285,0.30504417,15.955696,0.91498327,0,0.16243444,0.050321095,0,0,0,0.075428329,0.036704585,1.7267578,0.86261141,1.7808396,0,0.27931973,54.577606,3.6228614,0,0.20881125,0.1136508,0.051218338,0,5.7493782,1.41249,0,0.93580377,53.232784,390.21487,,2.6886873,0.087525219,7.2461643,0,1.0602347,0,0,0,0,0,0,0,0,4.5911903,0.0000092060027,0.18198518,0,0,0,0,0,3.1962478,0,0,0.27084655,0.016995138,0,0,0.41409934,0.0090632206,0.72851723,121.02376,0,0.10647367,0,2.1217704,0.007384147,,17.107269,0.000094329997,0.0012283077,0.66458493,0.0000733958,0,0,0,0,,6.9261179,7.1080585,0,0,0,17.97974,0,0,0.72741467,0.22599967,0,5.8901386,0,0,19.132374,0,0.72788399,3.6787322,2190.1101,0.036778256,0,0,2.5665708,0.35906687,0,1.063333,0.050084461,0.00010113991,2.481005,0,46.673435,0,0,0,0.00068603631,0.88959312,0,0,0.017585332,0.89225382,0.059342925,0,2.572225392,250.507962817997,928.272661621,2.8272156446,4102.66424292599,388.484296,212.17594310922,118.523219717903,3035.344041666,37.64675777167,301.838599825997,8.6513848352
